id,timestamp,device,PCell_RSRP_max,PCell_RSRQ_max,PCell_RSSI_max,PCell_SNR_max,PCell_Downlink_Num_RBs,PCell_Downlink_Average_MCS,PCell_Downlink_bandwidth_MHz,PCell_Cell_Identity,PCell_freq_MHz,SCell_RSRP_max,SCell_RSRQ_max,SCell_RSSI_max,SCell_SNR_max,SCell_Downlink_Num_RBs,SCell_Downlink_Average_MCS,SCell_Downlink_bandwidth_MHz,SCell_Cell_Identity,SCell_freq_MHz,operator,Latitude,Longitude,Altitude,speed_kmh,COG,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,cloudCover,uvIndex,visibility,Traffic Jam Factor,area,target
Id_060fmvrtr4,1624378253,pc3,-105.133125,-16.19125,-69.328125,-0.5409999889135361,87364.0,12.0,20.0,2918925.0,2600.0,,,,,,,,,,2,52.51216333333333,13.321191666666667,36.1,34.4472,141.0,0.0261,0.01,23.86,23.86,14.84,0.57,1013.7,2.19,0.76,2.0,16.093,3.29171,Avenue,12400000.0
Id_41ipme1qgd,1624374357,pc3,-103.73,-12.978125,-70.62,7.828000009059906,53678.0,21.0,20.0,3282957.0,2600.0,,,,,,,,,,2,52.51058666666667,13.291668333333334,40.7,33.336,83.8,0.0159,0.01,23.05,23.05,14.55,0.59,1013.6,2.27,0.83,3.0,16.093,3.14159,Avenue,21400000.0
Id_qonrj4cs7q,1624551818,pc3,-86.511875,-12.34125,-55.435625,11.903999996185302,45904.0,18.0,,,2000.0,,,,,,,,,,2,52.505941666666665,13.342346666666666,41.1,13.3344,252.3,0.3358,0.46,18.88,18.88,13.67,0.72,1017.7,2.3,1.0,1.0,16.093,7.87252,Park,26700000.0
Id_77jqrx3eps,1624377150,pc3,-87.953125,-14.37125,-52.785,2.877000012621284,28655.0,19.0,20.0,2826249.0,1800.0,-91.418125,-13.078125,-58.103125,6.690999993085861,44544.0,20.0,20.0,2826246.0,2600.0,2,52.48836666666666,13.301185,52.9,29.0764,236.8,0.024,0.01,23.83,23.83,14.76,0.57,1013.7,2.22,0.76,2.0,16.093,2.69042,Residential,37700000.0
Id_ggu99zhicf,1624546514,pc3,-97.20375,-12.475625,-66.461875,13.586000022888184,70650.0,21.0,15.0,4078355.0,2000.0,,,,,,,,,,2,52.509715,13.352433333333334,35.3,0.0,275.3,0.2196,0.32,18.66,18.66,13.62,0.73,1017.9,2.16,0.99,2.0,16.093,2.46385,Park,48500000.0
Id_lkzsfwrfo1,1624377084,pc3,-99.34539473684212,-12.605263157894736,-67.85,9.181052591926171,38901.0,23.0,20.0,2568970.0,1800.0,-120.95350609756098,-22.419969512195124,-79.48475609756098,-10.440243930351444,71848.0,1.0,20.0,2568967.0,2600.0,2,52.489015,13.304505,52.1,13.89,172.3,0.024,0.01,23.83,23.83,14.76,0.57,1013.7,2.22,0.76,2.0,16.093,1.94504,Residential,16800000.0
Id_tarsma6m89,1624355903,pc1,-71.9625,-14.039375,-37.873125,23.89700004577637,45356.0,27.0,20.0,40782336.0,1800.0,-79.335,-14.776875,-43.4375,24.405999927520757,46516.0,28.0,20.0,26358784.0,2600.0,1,52.48860333333333,13.30257,59.3,0.0,288.1,0.0434,0.02,19.27,19.27,13.59,0.7,1012.5,4.1,0.96,4.0,16.093,2.23302,Residential,113000000.0
Id_n887ipcdqa,1624372930,pc3,-85.304375,-12.2325,-52.54625,15.994999985694886,38539.0,24.0,20.0,2568970.0,1800.0,-94.164375,-12.046875,-60.893125,15.58900004863739,49036.0,15.0,20.0,2568967.0,2600.0,2,52.491643333333336,13.304605,44.9,0.0,159.0,0.0132,0.01,22.98,22.98,14.52,0.59,1013.5,2.29,0.82,3.0,16.093,3.3939,Residential,62700000.0
Id_gv1b5g27uo,1624548837,pc1,-88.223125,-9.89875,-57.6775,14.357000017166138,93187.0,17.0,20.0,26365188.0,2600.0,-84.68125,-14.128125,-49.7725,13.869000062942504,75644.0,16.0,20.0,26365185.0,1800.0,1,52.51119166666667,13.301125,35.8,32.9656,83.4,0.3339,0.47,18.94,18.94,13.6,0.71,1017.7,2.3,1.0,1.0,16.093,3.14159,Avenue,88700000.0
Id_z9psj5w8xv,1624544424,pc1,-93.245625,-17.26375,-56.1325,0.3479999997466803,91104.0,17.0,20.0,40782336.0,1800.0,-101.791875,-19.169375,-62.72375,0.2540000230073929,94720.0,12.0,20.0,26358784.0,2600.0,1,52.48896166666667,13.298981666666666,41.8,49.6336,320.3,0.1177,0.24,18.76,18.76,13.32,0.71,1017.9,1.99,0.99,3.0,16.093,8.42584,Highway,41700000.0
Id_ze6qkz69xs,1624548003,pc3,-103.38625,-12.765625,-72.470625,8.118999977707864,73909.0,20.0,15.0,3952916.0,2000.0,,,,,,,,,,2,52.49039333333333,13.30463,50.3,11.2972,183.3,0.2148,0.32,18.65,18.65,13.49,0.72,1017.9,2.16,0.99,2.0,16.093,,Residential,24600000.0
Id_lem6217861,1624376738,pc3,-76.1525,-13.12625,-44.018125,7.919000008106232,36847.0,24.0,20.0,2824458.0,1800.0,,,,,,,,,,2,52.49992833333334,13.313468333333333,43.5,0.0,315.1,0.0241,0.01,23.87,23.87,14.78,0.57,1013.7,2.19,0.76,2.0,16.093,3.14159,Residential,16600000.000000002
Id_irhtxligxf,1624376770,pc3,-79.0575,-12.520625,-49.070625,8.517999987602234,41046.0,20.0,20.0,2824458.0,1800.0,,,,,,,,,,2,52.499543333333335,13.312775,45.3,9.8156,194.0,0.0241,0.01,23.87,23.87,14.78,0.57,1013.7,2.19,0.76,2.0,16.093,1.57307,Residential,10700000.0
Id_oyvlglfnw5,1624543453,pc1,-87.968125,-10.17,-56.951875,10.705000014305115,89395.0,17.0,20.0,26720002.0,1800.0,-88.18375,-10.24,-57.875,11.999999961853028,72364.0,19.0,20.0,26720005.0,2600.0,1,52.50254,13.33363,28.2,1.852,206.9,0.1074,0.23,18.79,18.79,13.39,0.71,1017.9,1.97,0.99,3.0,16.093,3.83218,Residential,79200000.0
Id_1o8gbzpr93,1624349874,pc3,-87.87125,-12.159375,-53.9925,20.35600004196167,42985.0,23.0,20.0,4078344.0,1800.0,,,,,,,,,,2,52.509745,13.351956666666666,33.4,0.0,258.3,0.065,0.04,18.14,18.14,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,2.26199,Park,34000000.0
Id_tlwd9arxfk,1624373338,pc3,-85.7425,-12.41625,-52.63625,17.668000049591065,41675.0,25.0,20.0,2568970.0,1800.0,-95.32375,-12.481875,-61.9175,14.328000011444091,46904.0,15.0,20.0,2568967.0,2600.0,2,52.49165,13.304616666666666,44.8,0.0,159.0,0.0132,0.01,22.98,22.98,14.52,0.59,1013.5,2.29,0.82,3.0,16.093,2.8326,Residential,62300000.0
Id_xln7hpze5z,1624349257,pc1,-85.755625,-12.16,-52.07,1.17699999794364,91888.0,15.0,20.0,30828800.0,1800.0,-88.270625,-10.299375,-57.140625,16.62700001716614,48196.0,19.0,,,2600.0,1,52.515146666666666,13.361166666666668,38.6,0.0,84.1,0.0655,0.04,18.13,18.13,14.08,0.77,1011.9,4.06,0.97,3.0,16.093,0.28864,Park,48800000.0
Id_31vidlkr9c,1624543197,pc1,-68.86875,-10.1875,-38.68625,17.854000043869018,48668.0,20.0,20.0,26358784.0,1800.0,-78.505,-10.683125,-47.81625,15.399000024795532,95120.0,17.0,,,2600.0,1,52.505496666666666,13.34122,36.5,0.0,188.0,0.1049,0.23,18.79,18.79,13.44,0.71,1017.9,1.97,0.99,3.0,16.093,8.85165,Park,61900000.0
Id_r4ndy0026v,1624369244,pc1,-97.36875,-17.263125,-58.62,0.4650000000745058,86059.0,13.0,20.0,29127681.0,1800.0,-95.8125,-11.65875,-63.45375,8.623999989032745,33026.0,14.0,20.0,29127684.0,2600.0,1,52.51295666666667,13.327863333333331,40.0,41.1144,83.5,0.009,0.01,22.51,22.51,14.75,0.62,1013.8,2.13,0.83,3.0,16.093,2.73382,Avenue,31900000.0
Id_yhe6nn3j8g,1624553007,pc1,-105.653125,-19.188125,-66.11,-4.134999988898635,91884.0,10.0,20.0,26917120.0,1800.0,,,,,,,,,,1,52.489675,13.304568333333334,46.2,31.8544,183.6,0.2981,0.43,18.63,18.63,13.72,0.73,1017.4,2.44,1.0,1.0,16.093,1.0616,Residential,10100000.0
Id_b7c534s8iv,1624371096,pc3,-66.75875,-12.191875,-36.951875,24.27599994659424,55073.0,28.0,20.0,2819850.0,1800.0,,,,,,,,,,2,52.50344166666667,13.339351666666667,36.4,12.964,209.8,0.0075,0.01,22.42,22.42,14.69,0.62,1013.9,2.12,0.83,3.0,16.093,3.14159,Park,68700000.0
Id_xjxtzkvwb0,1624349746,pc1,-96.95125,-11.068125,-65.994375,6.403000004515052,38194.0,16.0,20.0,26349058.0,1800.0,-107.811875,-15.978125,-70.245,-3.971000001206994,,,20.0,26349059.0,2600.0,1,52.510485,13.367285,38.9,47.9668,253.6,0.0647,0.04,18.15,18.15,14.09,0.77,1011.9,4.07,0.97,3.0,16.093,2.26199,Park,9070000.0
Id_zmsegscnz7,1624543782,pc1,-85.24305555555556,-14.77020202020202,-50.37310606060606,9.643434351140804,86000.0,17.0,20.0,26368258.0,1800.0,-86.54356060606061,-10.210858585858588,-56.33522727272727,13.595959576693447,67312.0,20.0,,,2600.0,1,52.499835,13.313591666666667,33.6,0.0,301.2,0.1125,0.23,18.79,18.79,13.38,0.71,1017.9,1.97,0.99,3.0,16.093,8.16784,Residential,97000000.0
Id_r0krypczq5,1624553434,pc3,-103.80625,-12.009375,-70.833125,9.925000004768371,75002.0,21.0,20.0,3499534.0,2600.0,,,,,,,,,,2,52.51072166666667,13.289203333333331,45.8,0.0,169.5,0.3055,0.44,18.63,18.63,13.79,0.73,1017.4,2.43,1.0,1.0,16.093,3.14159,Avenue,24200000.0
Id_bah0idlnfp,1624549353,pc3,-105.9575,-12.895,-73.369375,2.1749999944120644,96457.0,16.0,20.0,4000015.0,2600.0,,,,,,,,,,2,52.51446333333333,13.35143,35.6,37.4104,34.6,0.3362,0.46,18.84,18.84,13.67,0.72,1017.7,2.3,1.0,1.0,16.093,1.28813,Park,23900000.0
Id_w9ts2ce4nb,1624543303,pc1,-69.64125,-9.968125,-41.943125,21.46199996948242,90298.0,21.0,20.0,26358785.0,1800.0,-82.09375,-10.649375,-54.596875,10.130999975204467,89684.0,20.0,,,2600.0,1,52.50331833333333,13.339311666666667,29.3,0.0,225.7,0.1049,0.23,18.78,18.78,13.39,0.71,1017.9,1.97,0.99,3.0,16.093,3.22413,Park,94300000.0
Id_tn5wxjvhog,1624548385,pc3,-110.21385542168674,-15.009789156626503,-75.84111445783132,0.9963855656335152,45531.0,8.0,15.0,2818323.0,2000.0,,,,,,,,,,2,52.49586333333333,13.283815,39.5,47.226,317.8,0.2116,0.32,18.67,18.67,13.5,0.72,1017.9,2.14,0.99,2.0,16.093,1.9849,Tunnel,2670000.0
Id_2u8sejtkis,1624370991,pc3,-82.4775,-12.788125,-49.66125,9.616999983787537,54826.0,23.0,20.0,2819850.0,1800.0,,,,,,,,,,2,52.5054,13.341275,37.9,0.0,182.3,0.0087,0.01,22.47,22.47,14.76,0.62,1013.8,2.12,0.83,3.0,16.093,1.33227,Park,21700000.0
Id_nqz5n17xw8,1624375645,pc3,-87.35125,-9.85875,-58.268125,13.775000009536743,73677.0,25.0,20.0,2832399.0,2600.0,,,,,,,,,,2,52.516081666666665,13.37598,34.3,0.0,84.0,0.0148,0.01,22.92,22.92,14.7,0.6,1013.5,2.26,0.86,3.0,16.093,2.69606,Park,36500000.0
Id_iadojjxa0a,1624368283,pc1,-110.76583333333332,-11.580833333333333,-85.24916666666667,3.275999991794427,9308.0,9.0,5.0,34210566.0,900.0,,,,,,,,,,1,52.495756666666665,13.285893333333334,29.2,12.2232,4.8,0.0,0.0,21.59,21.59,13.85,0.61,1013.6,2.36,0.95,4.0,16.093,3.82812,Tunnel,1040000.0
Id_wvlvivbg5x,1624368849,pc1,-81.38194444444444,-15.551136363636363,-46.337752525252526,19.379798041449654,43245.0,28.0,20.0,26365186.0,1800.0,-83.48421717171718,-9.535353535353536,-53.96527777777778,18.83939396251332,71716.0,27.0,20.0,26365189.0,2600.0,1,52.51070833333333,13.293373333333331,39.5,45.003600000000006,84.0,0.0098,0.01,22.66,22.66,14.73,0.61,1013.8,2.14,0.82,3.0,16.093,3.35839,Avenue,153000000.0
Id_p4x27u2daq,1624551648,pc3,-96.11375,-17.466875,-60.07,-3.6430000034719705,66358.0,12.0,15.0,4078355.0,2000.0,,,,,,,,,,2,52.50968666666667,13.351233333333331,31.2,31.8544,268.0,0.3362,0.46,18.84,18.84,13.67,0.72,1017.7,2.3,1.0,1.0,16.093,2.19467,Park,10600000.0
Id_e1ccoqh39d,1624367939,pc1,-90.906875,-9.920625,-59.915625,13.40300006866455,41587.0,21.0,20.0,26947074.0,1800.0,-90.653125,-9.77,-60.8275,23.84900005340576,45927.0,26.0,,,2600.0,1,52.492715,13.293111666666666,37.2,0.0,313.8,0.0,0.0,21.55,21.55,13.82,0.61,1013.7,2.4,0.95,4.0,16.093,8.63974,Highway,71900000.0
Id_fqp1k775av,1624545051,pc1,-80.134375,-14.204375,-47.126875,20.56399995803833,79717.0,26.0,20.0,26365185.0,1800.0,-89.850625,-9.9775,-59.726875,12.680000009536744,84072.0,17.0,20.0,26365188.0,2600.0,1,52.51124333333333,13.302273333333334,34.9,37.7808,83.7,0.2117,0.32,18.67,18.67,13.58,0.72,1017.9,2.14,0.99,2.0,16.093,2.9785,Avenue,124000000.0
Id_6lbtfuujg9,1624553757,pc1,-84.4525,-16.391875,-49.09625,11.668000001907348,82348.0,24.0,,,1800.0,-92.75375,-11.446875,-61.27125,6.980000002384186,91208.0,10.0,20.0,29127684.0,2600.0,1,52.51209,13.321388333333331,29.3,30.0024,117.1,0.3194,0.45,18.62,18.62,13.85,0.74,1017.4,2.42,1.0,1.0,16.093,1.00193,Avenue,81600000.0
Id_lsxuyvis8x,1624546594,pc3,-94.54,-12.0225,-63.444375,9.841999979019166,60466.0,24.0,15.0,4078355.0,2000.0,,,,,,,,,,2,52.50971833333333,13.351766666666666,35.5,0.0,260.3,0.2196,0.32,18.66,18.66,13.62,0.73,1017.9,2.16,0.99,2.0,16.093,2.29721,Park,32300000.0
Id_9eip8oqcgn,1624366953,pc1,-85.819375,-14.551875,-51.254375,14.400999994277957,37523.0,22.0,20.0,26368258.0,1800.0,-89.518125,-10.061875,-58.583125,14.67099997997284,,,,,2600.0,1,52.49982333333333,13.313541666666667,38.0,0.0,291.5,0.0,0.0,21.56,21.56,13.86,0.62,1013.6,2.39,0.95,4.0,16.093,3.14159,Residential,29100000.0
Id_0riqihr9zk,1624349102,pc1,-71.784375,-10.26,-40.79625,15.24099997997284,94704.0,21.0,20.0,34006273.0,1800.0,-75.443125,-10.13375,-51.91875,21.17799996376037,97820.0,20.0,20.0,34006275.0,2600.0,1,52.51485,13.355713333333334,39.1,0.0,83.4,0.0649,0.04,18.15,18.15,14.1,0.77,1011.9,4.07,0.97,3.0,16.093,1.4209,Park,110000000.0
Id_sbo6yec27u,1624548007,pc3,-104.8625,-13.324375,-73.935,5.746000026389956,72756.0,20.0,15.0,3952916.0,2000.0,,,,,,,,,,2,52.490323333333336,13.30459,50.9,3.1484,188.9,0.2148,0.32,18.65,18.65,13.49,0.72,1017.9,2.16,0.99,2.0,16.093,,Residential,23200000.0
Id_kkw0y9u6ko,1624373675,pc3,-101.540625,-14.6275,-66.909375,0.9549999935925008,47910.0,14.0,20.0,2826249.0,1800.0,-100.041875,-12.615,-67.3275,11.396999969482422,38312.0,15.0,20.0,2826246.0,2600.0,2,52.48848,13.304385,56.6,0.0,188.5,0.0132,0.01,22.98,22.98,14.52,0.59,1013.5,2.29,0.82,3.0,16.093,2.00794,Residential,28200000.0
Id_hx1x3n3n91,1624553113,pc1,-79.401875,-14.579375,-44.81,15.520999965667723,68521.0,25.0,20.0,40782336.0,1800.0,-79.246875,-13.695625,-45.3275,27.439000053405763,96276.0,28.0,20.0,26358784.0,2600.0,1,52.48819833333334,13.300208333333334,45.1,26.483600000000003,315.2,0.2981,0.43,18.63,18.63,13.72,0.73,1017.4,2.44,1.0,1.0,16.093,3.86492,Highway,208000000.0
Id_loom9inbjd,1624371715,pc3,-63.17375,-12.595625,-33.056875,11.204000005722046,47950.0,20.0,20.0,2824458.0,1800.0,,,,,,,,,,2,52.499835,13.313656666666668,37.4,0.0,297.4,0.0081,0.01,22.57,22.57,14.71,0.61,1013.8,2.13,0.82,3.0,16.093,7.57946,Residential,27800000.0
Id_wvo1v4shbt,1624355375,pc1,-93.540625,-14.50125,-58.685,12.610000066757202,49217.0,22.0,20.0,26368257.0,1800.0,-94.560625,-9.706875,-64.075625,15.750000028610229,50788.0,24.0,20.0,34006785.0,2600.0,1,52.49820166666667,13.316315,36.4,31.2988,187.1,0.045,0.02,19.29,19.29,13.66,0.7,1012.5,4.06,0.96,4.0,16.093,1.95686,Residential,47700000.0
Id_v4nsvi8gk8,1624377361,pc3,-104.909375,-13.806875,-71.61125,5.037999997884035,43590.0,17.0,20.0,2948877.0,2600.0,,,,,,,,,,2,52.499813333333336,13.28067,46.7,13.5196,334.1,0.025,0.01,23.87,23.87,14.71,0.57,1013.7,2.22,0.76,2.0,16.093,0.0,Highway,12800000.0
Id_ykr76hl3yz,1624549084,pc1,-93.475,-11.373125,-63.920625,9.57299998998642,60823.0,14.0,20.0,29127684.0,2600.0,-95.938125,-18.393125,-57.82375,-1.5440000058710577,85456.0,12.0,20.0,26356996.0,1800.0,1,52.512935,13.32713,35.2,44.8184,84.9,0.3353,0.46,18.89,18.89,13.65,0.72,1017.7,2.3,1.0,1.0,16.093,2.70435,Avenue,54800000.0
Id_hcdpaujvwn,1624357413,pc1,-86.41625,-17.18,-49.029375,0.2639999857544899,82562.0,19.0,20.0,29127680.0,1800.0,-81.4875,-9.530625,-51.8325,15.124999980926514,83708.0,24.0,20.0,29127683.0,2600.0,1,52.516215,13.3252,41.7,0.0,126.2,0.0446,0.02,19.33,19.33,13.74,0.7,1012.5,4.07,0.97,4.0,16.093,1.4784,Avenue,95200000.0
Id_raumu6819d,1624551750,pc3,-89.83625,-12.39,-59.07875,13.000000009536745,60178.0,21.0,15.0,4078356.0,2000.0,,,,,,,,,,2,52.50618333333333,13.344013333333333,38.9,0.0,246.7,0.3358,0.46,18.88,18.88,13.67,0.72,1017.7,2.3,1.0,1.0,16.093,1.42573,Park,34600000.0
Id_scnkce1q31,1624371468,pc3,-97.205,-12.935625,-63.180625,9.457999939918516,46307.0,23.0,20.0,2824456.0,1800.0,,,,,,,,,,2,52.500128333333336,13.325751666666669,35.1,0.0,236.7,0.0077,0.01,22.48,22.48,14.71,0.61,1013.9,2.12,0.83,3.0,16.093,3.14159,Residential,18600000.0
Id_iwq85ugsa5,1624542031,pc1,-95.921875,-15.323125,-60.925,9.395000014305117,96567.0,19.0,20.0,26367489.0,1800.0,,,,,,,,,,1,52.51350166666667,13.33011,40.4,0.0,164.9,0.1075,0.23,18.77,18.77,13.43,0.71,1017.9,1.97,0.99,3.0,16.093,8.84071,Avenue,54500000.0
Id_m9zne3a856,1624546791,pc3,-63.645,-12.56125,-35.830625,21.851000003814697,52586.0,27.0,15.0,2819859.0,2000.0,,,,,,,,,,2,52.50564333333333,13.341318333333334,38.9,0.0,209.3,0.2181,0.32,18.68,18.68,13.63,0.72,1017.9,2.15,0.99,2.0,16.093,8.49,Park,58400000.0
Id_qnvb4fh8ba,1624349073,pc1,-72.37875,-10.145625,-41.24625,15.624999990463255,96022.0,16.0,20.0,34006273.0,1800.0,-76.73,-9.53625,-47.190625,22.817999897003173,97856.0,23.0,20.0,34006275.0,2600.0,1,52.514851666666665,13.355713333333334,39.1,0.0,83.4,0.0649,0.04,18.15,18.15,14.1,0.77,1011.9,4.07,0.97,3.0,16.093,1.04201,Park,119000000.0
Id_4e98zpagw0,1624375589,pc3,-81.9075,-9.4825,-52.535625,14.980999999046324,99845.0,23.0,20.0,3996943.0,2600.0,,,,,,,,,,2,52.51578666666666,13.3711,34.3,47.226,84.1,0.0152,0.01,22.96,22.96,14.71,0.6,1013.5,2.26,0.85,3.0,16.093,3.46989,Park,45700000.0
Id_aif0yjdzm2,1624546830,pc1,-70.438125,-10.17125,-40.261875,18.04399998664856,94072.0,18.0,20.0,26358784.0,1800.0,-76.501875,-10.145,-45.23375,14.820999908447266,97244.0,18.0,,,2600.0,1,52.50543,13.341228333333332,36.5,0.0,185.6,0.2181,0.32,18.68,18.68,13.63,0.72,1017.9,2.15,0.99,2.0,16.093,8.49,Park,102000000.0
Id_o2kcvad4sc,1624544155,pc1,-94.44625,-10.574375,-63.87625,10.587999997138978,79235.0,15.0,20.0,26947072.0,1800.0,-100.47375,-10.53,-69.36125,10.607999982833862,83704.0,22.0,,,2600.0,1,52.49364333333333,13.304755,38.0,0.0,191.2,0.1177,0.24,18.76,18.76,13.32,0.71,1017.9,1.99,0.99,3.0,16.093,3.97285,Residential,66900000.00000001
Id_dqbpsbv9by,1624546367,pc1,-101.321875,-12.11,-69.114375,2.982000004798174,61907.0,12.0,20.0,26349058.0,1800.0,-110.549375,-13.96625,-75.961875,3.2359999883919954,76740.0,11.0,20.0,26349059.0,2600.0,1,52.51056666666667,13.36761,31.4,42.2256,252.0,0.2228,0.31,18.66,18.66,13.64,0.73,1017.9,2.17,0.99,2.0,16.093,3.05032,Park,13600000.0
Id_rodkitklh8,1624542504,pc1,-70.756875,-10.429375,-42.35125,15.907000017166135,94784.0,21.0,20.0,30827264.0,1800.0,-80.913125,-10.994375,-51.19875,8.734000024795533,94972.0,20.0,20.0,30827266.0,2600.0,1,52.516131666666666,13.376401666666666,26.4,0.0,86.1,0.0949,0.22,18.75,18.75,13.48,0.71,1017.9,1.97,0.99,3.0,16.093,2.66866,Park,90000000.0
Id_z6559vukwt,1624546145,pc1,-75.728125,-10.02,-46.559375,17.54400004386902,95792.0,18.0,20.0,30827265.0,1800.0,-85.811875,-11.288125,-59.1325,7.385999999046326,93048.0,20.0,20.0,30827266.0,2600.0,1,52.516095,13.37583,29.8,19.8164,83.7,0.2203,0.31,18.63,18.63,13.67,0.73,1017.9,2.16,0.99,2.0,16.093,3.45451,Park,71100000.0
Id_anxqj26xj1,1624546715,pc3,-77.905,-11.65375,-46.36,18.51999999046326,58257.0,25.0,15.0,2819859.0,2000.0,,,,,,,,,,2,52.50592,13.34212,41.0,18.149600000000003,250.9,0.2181,0.32,18.68,18.68,13.63,0.72,1017.9,2.15,0.99,2.0,16.093,8.53142,Park,46600000.0
Id_qftu5q8wl4,1624547693,pc3,-94.3490099009901,-12.342821782178218,-62.80631188118812,19.367326811988757,52909.0,24.0,15.0,4051731.0,2000.0,,,,,,,,,,2,52.499015,13.308376666666666,54.5,0.0,265.4,0.2166,0.32,18.69,18.69,13.55,0.72,1017.9,2.15,0.99,2.0,16.093,0.95146,Residential,47200000.0
Id_dnxpmi2e33,1624545547,pc1,-80.295625,-8.01,-49.781875,23.68600006103516,97004.0,28.0,20.0,30829824.0,1800.0,-82.04375,-8.016875,-65.923125,24.550000019073487,98436.0,28.0,20.0,30829826.0,2600.0,1,52.51434166666667,13.348251666666666,30.3,11.2972,83.9,0.2196,0.32,18.66,18.66,13.62,0.73,1017.9,2.16,0.99,2.0,16.093,1.87543,Park,139000000.0
Id_a5rgep1kzp,1624368824,pc1,-91.178125,-14.8725,-57.048125,-0.033000007122755,93826.0,8.0,20.0,26353920.0,1800.0,-93.701875,-15.148125,-58.4125,-3.8819999953359368,,,20.0,26353923.0,2600.0,1,52.510538333333336,13.290935,46.5,18.52,84.1,0.0098,0.01,22.66,22.66,14.73,0.61,1013.8,2.14,0.82,3.0,16.093,3.65931,Avenue,8350000.0
Id_fp93aj3fwp,1624366764,pc1,-86.336875,-14.575625,-51.015,11.523999977111815,46602.0,19.0,20.0,26367744.0,1800.0,-89.653125,-12.14,-57.3175,2.874000007286668,93468.0,15.0,20.0,26367750.0,2600.0,1,52.50024666666667,13.327036666666666,29.6,6.2968,258.8,0.0,0.0,21.53,21.53,13.87,0.62,1013.6,2.41,0.95,4.0,16.093,7.08406,Residential,42500000.0
Id_xh30okp6cf,1624356456,pc1,-82.38375,-15.458125,-48.866875,10.888999989032746,92861.0,19.0,20.0,40812800.0,1800.0,-87.236875,-11.51375,-55.025,11.156000022888184,89888.0,17.0,20.0,40812802.0,2600.0,1,52.509463333333336,13.282038333333333,50.6,0.0,340.1,0.0396,0.02,19.22,19.22,13.46,0.69,1012.5,4.09,0.96,4.0,16.093,3.14159,Highway,63500000.0
Id_b0gjodge7w,1624546878,pc1,-65.04125,-9.77375,-34.2175,18.613000020980834,88942.0,21.0,20.0,26358785.0,1800.0,-72.55875,-9.518125,-43.11375,16.640999965667724,75184.0,22.0,,,2600.0,1,52.504493333333336,13.340705,39.0,36.8548,200.2,0.2217,0.32,18.67,18.67,13.57,0.72,1017.9,2.17,0.99,2.0,16.093,2.59946,Park,98600000.0
Id_f3ea3a2txz,1624355969,pc1,-93.324375,-14.735625,-59.8775,-1.351000004336238,73706.0,7.0,20.0,26947073.0,1800.0,-99.54875,-12.20875,-65.438125,2.1569999958574773,95556.0,12.0,,,2600.0,1,52.49018,13.297445,41.3,40.9292,320.4,0.0434,0.02,19.27,19.27,13.59,0.7,1012.5,4.1,0.96,4.0,16.093,6.71114,Highway,22500000.0
Id_668jwg9qox,1624349407,pc1,-90.91,-10.88375,-58.65625,6.556000003814697,96635.0,16.0,20.0,30828800.0,1800.0,-102.77875,-10.476875,-70.994375,9.479999990463256,96932.0,14.0,,,2600.0,1,52.515211666666666,13.362298333333332,39.5,30.558,84.6,0.0655,0.04,18.13,18.13,14.08,0.77,1011.9,4.06,0.97,3.0,16.093,0.2071,Park,44100000.0
Id_usgp0qb542,1624549069,pc3,-99.956875,-13.94875,-66.650625,5.674999997839332,46526.0,18.0,15.0,2567188.0,2000.0,,,,,,,,,,2,52.51276666666666,13.324818333333331,36.6,40.744,84.3,0.3348,0.47,18.89,18.89,13.62,0.71,1017.7,2.3,1.0,1.0,16.093,2.80877,Avenue,10300000.0
Id_qgp8bstzyu,1624370556,pc3,-98.349375,-18.60625,-61.499375,6.094000014662742,88781.0,15.0,20.0,2843405.0,2600.0,-91.830625,-17.4,-54.219375,12.510000009536745,50341.0,23.0,20.0,2843400.0,1800.0,2,52.51186666666667,13.375206666666667,31.4,34.262,242.8,0.0079,0.01,22.26,22.26,14.73,0.62,1013.8,2.11,0.84,3.0,16.093,3.14159,Park,95400000.0
Id_d547hko0h8,1624367522,pc1,-89.98,-11.91875,-59.861875,5.405000009536743,27973.0,12.0,20.0,26947073.0,1800.0,-93.610625,-10.189375,-64.4725,14.665999956130982,47248.0,20.0,,,2600.0,1,52.48899,13.299043333333334,45.5,0.0,321.2,0.0,0.0,21.54,21.54,13.83,0.62,1013.7,2.42,0.95,4.0,16.093,9.2159,Highway,25700000.0
Id_kelyq8wfds,1624349460,pc3,-59.664375,-11.884375,-27.839375,25.952999954223632,50464.0,28.0,20.0,4080393.0,1800.0,,,,,,,,,,2,52.51564833333333,13.369008333333332,40.2,0.0,74.5,0.0653,0.04,18.15,18.15,14.11,0.77,1011.9,4.06,0.97,3.0,16.093,0.29072,Park,48300000.0
Id_1ey5zqce01,1624366123,pc1,-94.299375,-14.52875,-59.54125,14.748999977111817,44813.0,25.0,20.0,26369024.0,1800.0,,,,,,,,,,1,52.509735,13.352123333333331,27.4,0.0,274.3,0.0,0.0,21.53,21.53,13.91,0.62,1013.6,2.43,0.95,4.0,16.093,3.03033,Park,39900000.0
